gene	transcript	exper_rep1	exper_rep2	exper_rep3	control_rep1	control_rep2	control_rep3
DQ697053	uc009ecz.1	0.00	0.00	0.00	0.00	0.00	0.00
AB335648	uc029syi.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ552173	uc029sih.1	0.00	0.00	0.00	0.00	0.00	0.00
1700094D03Rik	uc008qbe.2	60.98	42.00	22.00	49.00	45.00	40.00
2310008H09Rik	uc009jkq.2,uc009jkr.2,uc012fsr.1,uc012fss.1	334.02	339.00	175.00	584.00	325.00	365.00
Otx2	uc007tjq.2,uc007tjr.2,uc007tjs.2	0.00	0.00	0.00	0.00	0.00	0.00
Snord67	uc012bzi.1	0.00	0.00	0.00	0.00	0.00	0.00
Psmc4	uc009fxo.2,uc009fxp.1,uc012fgo.1	1716.02	2047.00	939.00	1432.00	1043.00	1003.00
Rnf7	uc009rcm.1	670.00	918.00	418.00	674.00	645.00	396.00
Sorbs2	uc009lpb.2,uc009lpc.2,uc009lpf.1,uc009lpg.1,uc009lph.2,uc009lpi.2,uc009lpj.2,uc012gde.2,uc012gdf.2,uc012gdg.2,uc029wsw.1	278.89	333.96	158.00	1211.28	745.00	731.00
DQ703206	uc029toy.1	0.00	0.00	0.00	0.00	0.00	0.00
AB251236	uc007weo.2	0.00	0.00	0.00	0.00	0.00	0.00
AK013883	uc007ydb.1	128.00	164.00	50.00	208.00	133.00	153.00
DQ713744	uc008bnd.2	0.00	0.00	0.00	0.00	0.00	0.00
Mir709	uc012ggz.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm10324	uc011zbc.1	4.06	4.95	2.97	20.63	14.87	8.16
Rpl37	uc007vcs.2	2161.02	2650.00	1031.00	1439.00	1206.00	1058.99
Dcp1b	uc009dlx.2,uc009dly.2	27.00	31.00	14.00	44.00	25.00	31.90
Adam6a	uc007pgw.1	0.00	0.00	0.00	1.00	0.00	0.00
DQ709334	uc007wdt.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm5082	uc007qfg.2,uc011yys.1	0.00	0.00	0.00	0.00	2.00	0.00
2810408I11Rik	uc007bgw.2	22.00	58.00	23.00	21.00	18.00	20.99
Ddx27	uc008nza.1,uc008nzb.1	203.62	221.04	138.90	362.00	200.02	248.03
Aim2	uc011wws.1	44.45	36.61	8.54	43.03	23.68	20.39
Ndufaf1	uc008luc.1,uc008lud.1	322.00	449.07	185.99	393.00	270.00	304.00
Kcna3	uc008qwp.2	0.00	0.00	0.00	3.00	1.00	1.00
4921524J17Rik	uc009mpv.2,uc009mpw.2	109.00	134.89	76.00	150.00	124.00	123.00
Lhx4	uc007dbn.2	0.00	0.00	0.00	0.00	0.00	0.00
Gm514	uc012gvj.1	0.00	0.00	0.00	2.00	1.00	0.00
9430020K01Rik	uc008dyl.1,uc012ayy.1	47.00	52.00	34.00	101.00	67.00	81.00
